agg_rank	source_line	sum_score	max_score	num_suites	R0_score	R0_rank	R1_score	R1_rank	E0_score	E0_rank	E1_score	E1_rank	methods	jimple_samples
264	1169	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.String toString	$stack6 = virtualinvoke sb.<java.lang.StringBuilder: java.lang.StringBuilder app | $stack7 = this.<comp5111.assignment.cut.Subject$GameConfiguration: int size> | $stack8 = virtualinvoke $stack6.<java.lang.StringBuilder: java.lang.StringBuilde
265	1175	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.String toString	virtualinvoke sb.<java.lang.StringBuilder: java.lang.StringBuilder append(java.l
266	1177	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.String toString	virtualinvoke sb.<java.lang.StringBuilder: java.lang.StringBuilder append(java.l
267	1191	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.util.List getEmptyPlaces	$stack12 = this.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.ass | $stack13 = virtualinvoke $stack12.<comp5111.assignment.cut.Subject$GamePlace: in | $stack17 = this.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.ass
268	1192	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.util.List getEmptyPlaces	$stack14 = new comp5111.assignment.cut.Subject$GamePlace | $stack15 = this.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.ass | interfaceinvoke emptyPlaces.<java.util.List: boolean add(java.lang.Object)>($sta
269	1188	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.util.List getEmptyPlaces	$stack4 = new java.util.ArrayList | emptyPlaces = $stack4 | specialinvoke $stack4.<java.util.ArrayList: void <init>()>()
270	1189	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.util.List getEmptyPlaces	$stack5 = this.<comp5111.assignment.cut.Subject$GameConfiguration: int size> | goto [?= $stack5 = this.<comp5111.assignment.cut.Subject$GameConfiguration: int  | if x < $stack5 goto staticinvoke <comp5111.assignment.CoverageRuntime: void hit(
271	1190	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.util.List getEmptyPlaces	$stack6 = this.<comp5111.assignment.cut.Subject$GameConfiguration: int size> | goto [?= $stack6 = this.<comp5111.assignment.cut.Subject$GameConfiguration: int  | if y < $stack6 goto staticinvoke <comp5111.assignment.CoverageRuntime: void hit(
272	1196	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.util.List getEmptyPlaces	return emptyPlaces
273	1264	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.util.List getPlacesOfPlayer	$stack10 = $stack9[y] | $stack13 = this.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.ass | $stack14 = $stack13[x]
274	1265	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.util.List getPlacesOfPlayer	$stack17 = new comp5111.assignment.cut.Subject$GamePlace | $stack18 = this.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.ass | interfaceinvoke places.<java.util.List: boolean add(java.lang.Object)>($stack17)
275	1261	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.util.List getPlacesOfPlayer	$stack5 = new java.util.ArrayList | places = $stack5 | specialinvoke $stack5.<java.util.ArrayList: void <init>()>()
276	1262	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.util.List getPlacesOfPlayer	$stack6 = this.<comp5111.assignment.cut.Subject$GameConfiguration: int size> | goto [?= $stack6 = this.<comp5111.assignment.cut.Subject$GameConfiguration: int  | if x < $stack6 goto staticinvoke <comp5111.assignment.CoverageRuntime: void hit(
277	1263	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.util.List getPlacesOfPlayer	$stack7 = this.<comp5111.assignment.cut.Subject$GameConfiguration: int size> | goto [?= $stack7 = this.<comp5111.assignment.cut.Subject$GameConfiguration: int  | if y < $stack7 goto staticinvoke <comp5111.assignment.CoverageRuntime: void hit(
278	1269	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.util.List getPlacesOfPlayer	return places
279	1037	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void <init>	$stack3 = newarray (comp5111.assignment.cut.Subject$GamePlayer)[2] | $stack3[0] = $stack4 | $stack3[1] = $stack6
280	1038	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void <init>	return
281	1068	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void <init>	$stack10 = this.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.ass | $stack10[x] = $stack9 | $stack9 = newarray (comp5111.assignment.cut.Subject$GamePlayer)[size]
282	1070	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void <init>	$stack11 = this.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.ass | $stack12 = $stack11[x] | $stack12[y] = null
283	1074	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void <init>	$stack17 = new comp5111.assignment.cut.Subject$GamePlace | $stack18 = size / 2 | $stack19 = size / 2
284	1062	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void <init>	$stack20 = new java.lang.IllegalArgumentException | specialinvoke $stack20.<java.lang.IllegalArgumentException: void <init>(java.lan | throw $stack20
285	1056	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void <init>	$stack21 = new java.lang.IllegalArgumentException | specialinvoke $stack21.<java.lang.IllegalArgumentException: void <init>(java.lan | throw $stack21
286	1053	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void <init>	$stack22 = new java.lang.IllegalArgumentException | specialinvoke $stack22.<java.lang.IllegalArgumentException: void <init>(java.lan | throw $stack22
287	1050	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void <init>	$stack23 = new java.lang.IllegalArgumentException | specialinvoke $stack23.<java.lang.IllegalArgumentException: void <init>(java.lan | throw $stack23
288	1052	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void <init>	$stack6 = size % 2 | if $stack6 == 1 goto (branch)
289	1061	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void <init>	$stack7 = lengthof players | if $stack7 == 2 goto $stack8 = newarray (comp5111.assignment.cut.Subject$GamePla
290	1066	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void <init>	$stack8 = newarray (comp5111.assignment.cut.Subject$GamePlayer[])[size] | this.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut
291	1067	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void <init>	goto [?= (branch)] | if x < size goto staticinvoke <comp5111.assignment.CoverageRuntime: void hit(jav | x = 0
292	1069	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void <init>	goto [?= (branch)] | if y < size goto staticinvoke <comp5111.assignment.CoverageRuntime: void hit(jav | y = 0
293	1055	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void <init>	if size <= 25 goto this.<comp5111.assignment.cut.Subject$GameConfiguration: int 
294	1049	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void <init>	if size >= 3 goto $stack6 = size % 2
295	1075	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void <init>	return
296	1047	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void <init>	specialinvoke this.<java.lang.Object: void <init>()>() | this.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut
297	1060	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void <init>	this.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut
298	1058	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void <init>	this.<comp5111.assignment.cut.Subject$GameConfiguration: int size> = size
299	1091	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void addInitialPiece	"$stack10 = dynamicinvoke ""makeConcatWithConstants"" <java.lang.String (java.lang. | $stack8 = new java.lang.IllegalArgumentException | $stack9 = virtualinvoke place.<comp5111.assignment.cut.Subject$GamePlace: java.l"
300	1089	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void addInitialPiece	$stack11 = virtualinvoke place.<comp5111.assignment.cut.Subject$GamePlace: int y | $stack12 = this.<comp5111.assignment.cut.Subject$GameConfiguration: int size> | $stack14 = virtualinvoke place.<comp5111.assignment.cut.Subject$GamePlace: int x
301	1093	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void addInitialPiece	$stack16 = this.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.ass | $stack17 = virtualinvoke place.<comp5111.assignment.cut.Subject$GamePlace: boole | if $stack17 == 0 goto $stack18 = this.<comp5111.assignment.cut.Subject$GameConfi
302	1098	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void addInitialPiece	$stack18 = this.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.ass | $stack19 = virtualinvoke place.<comp5111.assignment.cut.Subject$GamePlace: int x | $stack20 = $stack18[$stack19]
303	1094	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void addInitialPiece	$stack22 = new java.lang.IllegalArgumentException | specialinvoke $stack22.<java.lang.IllegalArgumentException: void <init>(java.lan | throw $stack22
304	1086	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void addInitialPiece	$stack23 = this.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.ass | $stack24 = $stack23[1] | $stack25 = virtualinvoke piece.<comp5111.assignment.cut.Subject$GamePlayer: bool
305	1087	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void addInitialPiece	$stack28 = new java.lang.IllegalArgumentException | specialinvoke $stack28.<java.lang.IllegalArgumentException: void <init>(java.lan | throw $stack28
306	1099	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void addInitialPiece	return
307	1294	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void clearInitialBoard	$stack3 = this.<comp5111.assignment.cut.Subject$GameConfiguration: int size> | goto [?= $stack3 = this.<comp5111.assignment.cut.Subject$GameConfiguration: int  | if x < $stack3 goto staticinvoke <comp5111.assignment.CoverageRuntime: void hit(
308	1295	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void clearInitialBoard	$stack4 = this.<comp5111.assignment.cut.Subject$GameConfiguration: int size> | goto [?= $stack4 = this.<comp5111.assignment.cut.Subject$GameConfiguration: int  | if y < $stack4 goto staticinvoke <comp5111.assignment.CoverageRuntime: void hit(
309	1296	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void clearInitialBoard	$stack5 = this.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assi | $stack6 = $stack5[x] | $stack6[y] = null
310	1299	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void clearInitialBoard	return
311	958	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		boolean equals	$stack3 = virtualinvoke this.<java.lang.Object: java.lang.Class getClass()>() | $stack4 = virtualinvoke obj.<java.lang.Object: java.lang.Class getClass()>() | if $stack3 == $stack4 goto other = (comp5111.assignment.cut.Subject$GamePlace) o
312	961	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		boolean equals	$stack5 = other.<comp5111.assignment.cut.Subject$GamePlace: int x> | $stack6 = this.<comp5111.assignment.cut.Subject$GamePlace: int x> | $stack7 = other.<comp5111.assignment.cut.Subject$GamePlace: int y>
313	956	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		boolean equals	if this != obj goto (branch)
314	960	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		boolean equals	other = (comp5111.assignment.cut.Subject$GamePlace) obj
315	959	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		boolean equals	return 0
316	957	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		boolean equals	return 1
317	979	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		boolean isAdjacent	$stack10 = $stack9 - $stack8 | $stack8 = other.<comp5111.assignment.cut.Subject$GamePlace: int y> | $stack9 = this.<comp5111.assignment.cut.Subject$GamePlace: int y>
318	980	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		boolean isAdjacent	$stack12 = dx + dy | if $stack12 != 1 goto return 0 | return 0
319	978	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		boolean isAdjacent	$stack4 = other.<comp5111.assignment.cut.Subject$GamePlace: int x> | $stack5 = this.<comp5111.assignment.cut.Subject$GamePlace: int x> | $stack6 = $stack5 - $stack4
320	976	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		boolean isAdjacent	if other != null goto $stack5 = this.<comp5111.assignment.cut.Subject$GamePlace:
321	977	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		boolean isAdjacent	return 0
322	943	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		comp5111.assignment.cut.Subject$GamePlace clone	$stack2 = new comp5111.assignment.cut.Subject$GamePlace | $stack3 = this.<comp5111.assignment.cut.Subject$GamePlace: comp5111.assignment.c | cloned = $stack2
323	944	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		comp5111.assignment.cut.Subject$GamePlace clone	$stack4 = this.<comp5111.assignment.cut.Subject$GamePlace: int y> | cloned.<comp5111.assignment.cut.Subject$GamePlace: int y> = $stack4
324	945	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		comp5111.assignment.cut.Subject$GamePlace clone	$stack5 = this.<comp5111.assignment.cut.Subject$GamePlace: int x> | cloned.<comp5111.assignment.cut.Subject$GamePlace: int x> = $stack5
325	946	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		comp5111.assignment.cut.Subject$GamePlace clone	return cloned
326	966	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		int hashCode	$stack1 = this.<comp5111.assignment.cut.Subject$GamePlace: int x> | $stack2 = this.<comp5111.assignment.cut.Subject$GamePlace: int y> | $stack3 = 31 * $stack1
327	992	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		int manhattanDistance	$stack10 = $stack5 + $stack9 | $stack2 = other.<comp5111.assignment.cut.Subject$GamePlace: int x> | $stack3 = this.<comp5111.assignment.cut.Subject$GamePlace: int x>
328	990	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		int manhattanDistance	if other != null goto $stack3 = this.<comp5111.assignment.cut.Subject$GamePlace:
329	991	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		int manhattanDistance	return -1
330	938	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		int x	$stack1 = this.<comp5111.assignment.cut.Subject$GamePlace: int x> | return $stack1
331	920	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		int y	$stack1 = this.<comp5111.assignment.cut.Subject$GamePlace: int y> | return $stack1
332	951	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.String toString	"$stack1 = this.<comp5111.assignment.cut.Subject$GamePlace: int y> | $stack2 = this.<comp5111.assignment.cut.Subject$GamePlace: int x> | $stack3 = dynamicinvoke ""makeConcatWithConstants"" <java.lang.String (int,int)>($"
333	903	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void <init>	return
334	900	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void <init>	specialinvoke this.<java.lang.Object: void <init>()>() | this.<comp5111.assignment.cut.Subject$GamePlace: comp5111.assignment.cut.Subject
335	902	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void <init>	this.<comp5111.assignment.cut.Subject$GamePlace: int x> = x
336	901	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void <init>	this.<comp5111.assignment.cut.Subject$GamePlace: int y> = y
337	930	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void x	return
338	929	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void x	this.<comp5111.assignment.cut.Subject$GamePlace: int x> = x
339	912	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void y	return
340	911	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void y	this.<comp5111.assignment.cut.Subject$GamePlace: int y> = y
341	874	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		boolean equals	$stack5 = player.<comp5111.assignment.cut.Subject$GamePlayer: java.lang.String n | $stack6 = this.<comp5111.assignment.cut.Subject$GamePlayer: java.lang.String nam | $stack7 = virtualinvoke $stack6.<java.lang.String: boolean equals(java.lang.Obje
342	873	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		boolean equals	player = (comp5111.assignment.cut.Subject$GamePlayer) o
343	870	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		boolean equals	return 1
344	879	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		comp5111.assignment.cut.Subject$GamePlayer clone	$stack2 = new comp5111.assignment.cut.Subject$GamePlayer | $stack3 = this.<comp5111.assignment.cut.Subject$GamePlayer: java.lang.String nam | $stack4 = this.<comp5111.assignment.cut.Subject$GamePlayer: comp5111.assignment.
345	880	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		comp5111.assignment.cut.Subject$GamePlayer clone	$stack5 = this.<comp5111.assignment.cut.Subject$GamePlayer: int score> | cloned.<comp5111.assignment.cut.Subject$GamePlayer: int score> = $stack5
346	881	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		comp5111.assignment.cut.Subject$GamePlayer clone	return cloned
347	847	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void addScore	$stack2 = this.<comp5111.assignment.cut.Subject$GamePlayer: int score> | $stack3 = $stack2 + delta | this.<comp5111.assignment.cut.Subject$GamePlayer: int score> = $stack3
348	848	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void addScore	return
349	855	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void resetScore	return
350	854	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void resetScore	this.<comp5111.assignment.cut.Subject$GamePlayer: int score> = 0
351	222	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		boolean isDigits	$stack2 = virtualinvoke str.<java.lang.String: int length()>() | if $stack2 != 0 goto i = 0 | if str == null goto return 0
352	224	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		boolean isDigits	$stack3 = virtualinvoke str.<java.lang.String: int length()>() | goto [?= $stack3 = virtualinvoke str.<java.lang.String: int length()>()] | i = 0
353	225	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		boolean isDigits	$stack4 = virtualinvoke str.<java.lang.String: char charAt(int)>(i) | $stack5 = staticinvoke <java.lang.Character: boolean isDigit(char)>($stack4) | if $stack5 != 0 goto i = i + 1
354	223	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		boolean isDigits	return 0
355	226	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		boolean isDigits	return 0
356	229	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		boolean isDigits	return 1
357	32	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		boolean startsWithIgnoreCase	$stack12 = virtualinvoke lcStr.<java.lang.String: boolean equals(java.lang.Objec | return $stack12
358	24	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		boolean startsWithIgnoreCase	$stack4 = virtualinvoke str.<java.lang.String: int length()>() | $stack5 = virtualinvoke prefix.<java.lang.String: int length()>() | if $stack4 >= $stack5 goto $stack6 = virtualinvoke str.<java.lang.String: boolea
359	27	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		boolean startsWithIgnoreCase	$stack6 = virtualinvoke str.<java.lang.String: boolean startsWith(java.lang.Stri | if $stack6 == 0 goto $stack8 = virtualinvoke prefix.<java.lang.String: int lengt
360	30	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		boolean startsWithIgnoreCase	$stack8 = virtualinvoke prefix.<java.lang.String: int length()>() | $stack9 = virtualinvoke str.<java.lang.String: java.lang.String substring(int,in | lcStr = virtualinvoke $stack9.<java.lang.String: java.lang.String toLowerCase()>
361	21	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		boolean startsWithIgnoreCase	if prefix != null goto $stack4 = virtualinvoke str.<java.lang.String: int length | if str == null goto return 0
362	31	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		boolean startsWithIgnoreCase	lcPrefix = virtualinvoke prefix.<java.lang.String: java.lang.String toLowerCase(
363	22	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		boolean startsWithIgnoreCase	return 0
364	25	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		boolean startsWithIgnoreCase	return 0
365	28	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		boolean startsWithIgnoreCase	return 1
366	67	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		int decodeOctets	$stack10 = i + $stack9 | $stack11 = $stack10 - 1 | $stack8 = virtualinvoke bb.<java.nio.ByteBuffer: int limit()>()
367	61	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		int decodeOctets	$stack12 = virtualinvoke bb.<java.nio.ByteBuffer: byte get(int)>(0) | $stack13 = $stack12 & 255 | $stack4 = virtualinvoke bb.<java.nio.ByteBuffer: int limit()>()
368	62	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		int decodeOctets	$stack21 = virtualinvoke bb.<java.nio.ByteBuffer: byte get(int)>(0) | $stack22 = (char) $stack21 | virtualinvoke sb.<java.lang.StringBuilder: java.lang.StringBuilder append(char)>
369	63	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		int decodeOctets	$stack24 = i + 2 | return $stack24
370	65	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		int decodeOctets	$stack5 = <java.nio.charset.StandardCharsets: java.nio.charset.Charset UTF_8> | cb = virtualinvoke $stack5.<java.nio.charset.Charset: java.nio.CharBuffer decode
371	66	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		int decodeOctets	virtualinvoke sb.<java.lang.StringBuilder: java.lang.StringBuilder append(java.l
372	338	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		int extractIntInStr	return 0
373	349	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		int extractIntInStr	return num
374	377	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		int[] getVersionNo	goto [?= $stack9 = staticinvoke <comp5111.assignment.cut.Subject$StringAlgorithm
375	363	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		int[] getVersionNo	return null
376	370	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		int[] getVersionNo	return null
377	376	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		int[] getVersionNo	segment = virtualinvoke versionString.<java.lang.String: java.lang.String substr
378	133	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	$stack10 = virtualinvoke str.<java.lang.String: int length()>() | if $stack10 != 5 goto return null
379	140	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	$stack16 = <java.lang.Boolean: java.lang.Boolean FALSE> | return $stack16
380	131	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	$stack30 = <java.lang.Boolean: java.lang.Boolean TRUE> | return $stack30
381	120	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	$stack40 = <java.lang.Boolean: java.lang.Boolean FALSE> | return $stack40
382	123	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	$stack41 = <java.lang.Boolean: java.lang.Boolean TRUE> | return $stack41
383	110	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	$stack54 = <java.lang.Boolean: java.lang.Boolean FALSE> | return $stack54
384	113	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	$stack55 = <java.lang.Boolean: java.lang.Boolean TRUE> | return $stack55
385	98	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	$stack6 = virtualinvoke str.<java.lang.String: int length()>() | if $stack6 != 1 goto $stack7 = virtualinvoke str.<java.lang.String: int length()
386	101	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	$stack63 = <java.lang.Boolean: java.lang.Boolean TRUE> | return $stack63
387	104	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	$stack64 = <java.lang.Boolean: java.lang.Boolean FALSE> | return $stack64
